useCase,questionId,questionType,optionId,text_standard,text_kawaii,text_oshi,option_standard,option_kawaii,option_oshi,scoringRelevance,impactCategory,relevanceSummary,appears_in,is_orphan,mapTo,deltaSummary,tagSummary,gb_buy_delta,gb_stop_delta,gb_net_delta,sameAsStandard
merch,q_addon_goods_collection_goal,single,complete_set,収集の目的は？,集める目的、どれが近い？,回収目的はどれに近い？,揃えたい,揃えたい,揃えたい,none,survey_only,none,merch/long/goods#gc=small_collection|merch/long/preorder#gc=small_collection|merch/long/used#gc=small_collection,false,,,,,,,false
merch,q_addon_goods_collection_goal,single,oshi_expression,収集の目的は？,集める目的、どれが近い？,回収目的はどれに近い？,推し表現したい,推し表現したい,推し表現したい,none,survey_only,none,merch/long/goods#gc=small_collection|merch/long/preorder#gc=small_collection|merch/long/used#gc=small_collection,false,,,,,,,false
merch,q_addon_goods_collection_goal,single,single_enough,収集の目的は？,集める目的、どれが近い？,回収目的はどれに近い？,1個で満足,1個で満足,1個で満足,none,survey_only,none,merch/long/goods#gc=small_collection|merch/long/preorder#gc=small_collection|merch/long/used#gc=small_collection,false,,,,,,,false
merch,q_addon_goods_collection_goal,single,unknown,収集の目的は？,集める目的、どれが近い？,回収目的はどれに近い？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=small_collection|merch/long/preorder#gc=small_collection|merch/long/used#gc=small_collection,false,,,,,,,false
merch,q_addon_goods_compare,single,done,同系統アイテムとの比較はできた？,似てるグッズと比べられた？,類似案件との比較は済んだ？,比較済み,比較済み,比較済み,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/goods#gc=itabag_badge|merch/long/goods#gc=paper|merch/long/goods#gc=small_collection|merch/long/goods#gc=tech|merch/long/goods#gc=wearable,false,,,,,,,false
merch,q_addon_goods_compare,single,none,同系統アイテムとの比較はできた？,似てるグッズと比べられた？,類似案件との比較は済んだ？,まだ比較していない,まだ比較していない,まだ比較していない,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/goods#gc=itabag_badge|merch/long/goods#gc=paper|merch/long/goods#gc=small_collection|merch/long/goods#gc=tech|merch/long/goods#gc=wearable,false,,,,,,,false
merch,q_addon_goods_compare,single,partial,同系統アイテムとの比較はできた？,似てるグッズと比べられた？,類似案件との比較は済んだ？,一部だけ比較した,一部だけ比較した,一部だけ比較した,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/goods#gc=itabag_badge|merch/long/goods#gc=paper|merch/long/goods#gc=small_collection|merch/long/goods#gc=tech|merch/long/goods#gc=wearable,false,,,,,,,false
merch,q_addon_goods_display_move_risk,single,dont_mind,搬送・破損リスクは？,運ぶときの心配は？,搬送・破損リスクは？,気にしない,気にしない,気にしない,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/preorder#gc=display_large|merch/long/used#gc=display_large,false,,,,,,,false
merch,q_addon_goods_display_move_risk,single,high,搬送・破損リスクは？,運ぶときの心配は？,搬送・破損リスクは？,強く気にする,強く気にする,強く気にする,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/preorder#gc=display_large|merch/long/used#gc=display_large,false,,,,,,,false
merch,q_addon_goods_display_move_risk,single,some,搬送・破損リスクは？,運ぶときの心配は？,搬送・破損リスクは？,少し気にする,少し気にする,少し気にする,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/preorder#gc=display_large|merch/long/used#gc=display_large,false,,,,,,,false
merch,q_addon_goods_display_move_risk,single,unknown,搬送・破損リスクは？,運ぶときの心配は？,搬送・破損リスクは？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/preorder#gc=display_large|merch/long/used#gc=display_large,false,,,,,,,false
merch,q_addon_goods_display_space_plan,single,none,置き場計画はある？,置き場所プランある？,展示スペース計画は？,ない,ない,ない,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/preorder#gc=display_large|merch/long/used#gc=display_large,false,,,,,,,false
merch,q_addon_goods_display_space_plan,single,rough,置き場計画はある？,置き場所プランある？,展示スペース計画は？,だいたいある,だいたいある,だいたいある,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/preorder#gc=display_large|merch/long/used#gc=display_large,false,,,,,,,false
merch,q_addon_goods_display_space_plan,single,unknown,置き場計画はある？,置き場所プランある？,展示スペース計画は？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/preorder#gc=display_large|merch/long/used#gc=display_large,false,,,,,,,false
merch,q_addon_goods_display_space_plan,single,yes,置き場計画はある？,置き場所プランある？,展示スペース計画は？,ある,ある,ある,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/preorder#gc=display_large|merch/long/used#gc=display_large,false,,,,,,,false
merch,q_addon_goods_duplicate_tolerance,single,no,被り許容は？,同じのが出ても平気？,被り耐性は？,絶対嫌,絶対嫌,絶対嫌,none,survey_only,none,merch/long/goods#gc=small_collection|merch/long/preorder#gc=small_collection|merch/long/used#gc=small_collection,false,,,,,,,false
merch,q_addon_goods_duplicate_tolerance,single,ok,被り許容は？,同じのが出ても平気？,被り耐性は？,OK,OK,OK,none,survey_only,none,merch/long/goods#gc=small_collection|merch/long/preorder#gc=small_collection|merch/long/used#gc=small_collection,false,,,,,,,false
merch,q_addon_goods_duplicate_tolerance,single,slightly_dislike,被り許容は？,同じのが出ても平気？,被り耐性は？,少し嫌,少し嫌,少し嫌,none,survey_only,none,merch/long/goods#gc=small_collection|merch/long/preorder#gc=small_collection|merch/long/used#gc=small_collection,false,,,,,,,false
merch,q_addon_goods_duplicate_tolerance,single,unknown,被り許容は？,同じのが出ても平気？,被り耐性は？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=small_collection|merch/long/preorder#gc=small_collection|merch/long/used#gc=small_collection,false,,,,,,,false
merch,q_addon_goods_itabag_target,single,concrete,目標個数/完成イメージは？,完成イメージはどのくらい決まってる？,完成イメージの具体度は？,具体的にある,具体的にある,具体的にある,none,survey_only,none,merch/long/goods#gc=itabag_badge|merch/long/preorder#gc=itabag_badge|merch/long/used#gc=itabag_badge,false,,,,,,,false
merch,q_addon_goods_itabag_target,single,rough,目標個数/完成イメージは？,完成イメージはどのくらい決まってる？,完成イメージの具体度は？,だいたいある,だいたいある,だいたいある,none,survey_only,none,merch/long/goods#gc=itabag_badge|merch/long/preorder#gc=itabag_badge|merch/long/used#gc=itabag_badge,false,,,,,,,false
merch,q_addon_goods_itabag_target,single,unknown,目標個数/完成イメージは？,完成イメージはどのくらい決まってる？,完成イメージの具体度は？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=itabag_badge|merch/long/preorder#gc=itabag_badge|merch/long/used#gc=itabag_badge,false,,,,,,,false
merch,q_addon_goods_paper_care,single,file,紙もの、どう保管する？,紙もの、どうしまっておく？,紙もの保管プランある？,ファイル保管,ファイル保管,ファイル保管,none,survey_only,none,merch/long/goods#gc=paper|merch/long/preorder#gc=paper|merch/long/used#gc=paper,false,,,,,,,false
merch,q_addon_goods_paper_care,single,rough,紙もの、どう保管する？,紙もの、どうしまっておく？,紙もの保管プランある？,適当に保管,適当に保管,適当に保管,none,survey_only,none,merch/long/goods#gc=paper|merch/long/preorder#gc=paper|merch/long/used#gc=paper,false,,,,,,,false
merch,q_addon_goods_paper_care,single,scan,紙もの、どう保管する？,紙もの、どうしまっておく？,紙もの保管プランある？,スキャンする,スキャンする,スキャンする,none,survey_only,none,merch/long/goods#gc=paper|merch/long/preorder#gc=paper|merch/long/used#gc=paper,false,,,,,,,false
merch,q_addon_goods_paper_care,single,unknown,紙もの、どう保管する？,紙もの、どうしまっておく？,紙もの保管プランある？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=paper|merch/long/preorder#gc=paper|merch/long/used#gc=paper,false,,,,,,,false
merch,q_addon_goods_paper_view_freq,single,often,見返す頻度は？,あとで見返すことある？,見返し頻度は？,よく見る,よく見る,よく見る,none,survey_only,none,merch/long/goods#gc=paper|merch/long/preorder#gc=paper|merch/long/used#gc=paper,false,,,,,,,false
merch,q_addon_goods_paper_view_freq,single,rare,見返す頻度は？,あとで見返すことある？,見返し頻度は？,ほぼ見ない,ほぼ見ない,ほぼ見ない,none,survey_only,none,merch/long/goods#gc=paper|merch/long/preorder#gc=paper|merch/long/used#gc=paper,false,,,,,,,false
merch,q_addon_goods_paper_view_freq,single,sometimes,見返す頻度は？,あとで見返すことある？,見返し頻度は？,たまに見る,たまに見る,たまに見る,none,survey_only,none,merch/long/goods#gc=paper|merch/long/preorder#gc=paper|merch/long/used#gc=paper,false,,,,,,,false
merch,q_addon_goods_paper_view_freq,single,unknown,見返す頻度は？,あとで見返すことある？,見返し頻度は？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=paper|merch/long/preorder#gc=paper|merch/long/used#gc=paper,false,,,,,,,false
merch,q_addon_goods_portability,single,often,持ち歩き・使いどころの想定は？,使う場面、イメージできる？,運用シーンを想定できてる？,よく使う想定,よく使う想定,よく使う想定,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/goods#gc=itabag_badge|merch/long/goods#gc=paper|merch/long/goods#gc=small_collection|merch/long/goods#gc=tech|merch/long/goods#gc=wearable,false,,,,,,,false
merch,q_addon_goods_portability,single,rare,持ち歩き・使いどころの想定は？,使う場面、イメージできる？,運用シーンを想定できてる？,ほぼ観賞用,ほぼ観賞用,ほぼ観賞用,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/goods#gc=itabag_badge|merch/long/goods#gc=paper|merch/long/goods#gc=small_collection|merch/long/goods#gc=tech|merch/long/goods#gc=wearable,false,,,,,,,false
merch,q_addon_goods_portability,single,sometimes,持ち歩き・使いどころの想定は？,使う場面、イメージできる？,運用シーンを想定できてる？,時々使う想定,時々使う想定,時々使う想定,none,survey_only,none,merch/long/goods#gc=display_large|merch/long/goods#gc=itabag_badge|merch/long/goods#gc=paper|merch/long/goods#gc=small_collection|merch/long/goods#gc=tech|merch/long/goods#gc=wearable,false,,,,,,,false
merch,q_addon_goods_tech_after_use,single,maybe,現場後も使う？,現場のあとも使う？,現場後の運用予定は？,たぶん使う,たぶん使う,たぶん使う,none,survey_only,none,merch/long/goods#gc=tech|merch/long/preorder#gc=tech|merch/long/used#gc=tech,false,,,,,,,false
merch,q_addon_goods_tech_after_use,single,not_use,現場後も使う？,現場のあとも使う？,現場後の運用予定は？,使わない,使わない,使わない,none,survey_only,none,merch/long/goods#gc=tech|merch/long/preorder#gc=tech|merch/long/used#gc=tech,false,,,,,,,false
merch,q_addon_goods_tech_after_use,single,unknown,現場後も使う？,現場のあとも使う？,現場後の運用予定は？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=tech|merch/long/preorder#gc=tech|merch/long/used#gc=tech,false,,,,,,,false
merch,q_addon_goods_tech_after_use,single,use,現場後も使う？,現場のあとも使う？,現場後の運用予定は？,使う,使う,使う,none,survey_only,none,merch/long/goods#gc=tech|merch/long/preorder#gc=tech|merch/long/used#gc=tech,false,,,,,,,false
merch,q_addon_goods_tech_compat,single,checked,互換確認はした？,対応チェックできてる？,互換確認の進捗は？,確認済み,確認済み,確認済み,none,survey_only,none,merch/long/goods#gc=tech|merch/long/preorder#gc=tech|merch/long/used#gc=tech,false,,,,,,,false
merch,q_addon_goods_tech_compat,single,maybe,互換確認はした？,対応チェックできてる？,互換確認の進捗は？,たぶん大丈夫,たぶん大丈夫,たぶん大丈夫,none,survey_only,none,merch/long/goods#gc=tech|merch/long/preorder#gc=tech|merch/long/used#gc=tech,false,,,,,,,false
merch,q_addon_goods_tech_compat,single,unchecked,互換確認はした？,対応チェックできてる？,互換確認の進捗は？,未確認,未確認,未確認,none,survey_only,none,merch/long/goods#gc=tech|merch/long/preorder#gc=tech|merch/long/used#gc=tech,false,,,,,,,false
merch,q_addon_goods_tech_compat,single,unknown,互換確認はした？,対応チェックできてる？,互換確認の進捗は？,わからない,わからない,わからない,none,survey_only,none,merch/long/goods#gc=tech|merch/long/preorder#gc=tech|merch/long/used#gc=tech,false,,,,,,,false
merch,q_addon_goods_wear_fit,single,anxious,サイズ・雰囲気の相性は？,サイズや雰囲気、合いそう？,サイズ・雰囲気の適合度は？,不安,不安,不安,none,survey_only,none,merch/long/goods#gc=wearable|merch/long/preorder#gc=wearable|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_goods_wear_fit,single,confident,サイズ・雰囲気の相性は？,サイズや雰囲気、合いそう？,サイズ・雰囲気の適合度は？,自信ある,自信ある,自信ある,none,survey_only,none,merch/long/goods#gc=wearable|merch/long/preorder#gc=wearable|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_goods_wear_fit,single,iffy,サイズ・雰囲気の相性は？,サイズや雰囲気、合いそう？,サイズ・雰囲気の適合度は？,微妙,微妙,微妙,none,survey_only,none,merch/long/goods#gc=wearable|merch/long/preorder#gc=wearable|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_goods_wear_fit,single,unknown,サイズ・雰囲気の相性は？,サイズや雰囲気、合いそう？,サイズ・雰囲気の適合度は？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=wearable|merch/long/preorder#gc=wearable|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_goods_wear_freq,single,high,使う頻度は？,どのくらい使いそう？,運用頻度の見込みは？,高い,高い,高い,none,survey_only,none,merch/long/goods#gc=wearable|merch/long/preorder#gc=wearable|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_goods_wear_freq,single,low,使う頻度は？,どのくらい使いそう？,運用頻度の見込みは？,低い,低い,低い,none,survey_only,none,merch/long/goods#gc=wearable|merch/long/preorder#gc=wearable|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_goods_wear_freq,single,mid,使う頻度は？,どのくらい使いそう？,運用頻度の見込みは？,中,中,中,none,survey_only,none,merch/long/goods#gc=wearable|merch/long/preorder#gc=wearable|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_goods_wear_freq,single,unknown,使う頻度は？,どのくらい使いそう？,運用頻度の見込みは？,未定,未定,未定,none,survey_only,none,merch/long/goods#gc=wearable|merch/long/preorder#gc=wearable|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_preorder_restock,single,checked,受注再開・再販の可能性を確認した？,再販の可能性しらべた？,再販導線の確認状況は？,確認した,確認した,確認した,none,survey_only,none,merch/long/preorder#gc=display_large|merch/long/preorder#gc=itabag_badge|merch/long/preorder#gc=paper|merch/long/preorder#gc=small_collection|merch/long/preorder#gc=tech|merch/long/preorder#gc=wearable,false,,,,,,,false
merch,q_addon_preorder_restock,single,heard,受注再開・再販の可能性を確認した？,再販の可能性しらべた？,再販導線の確認状況は？,噂レベルで知っている,噂レベルで知っている,噂レベルで知っている,none,survey_only,none,merch/long/preorder#gc=display_large|merch/long/preorder#gc=itabag_badge|merch/long/preorder#gc=paper|merch/long/preorder#gc=small_collection|merch/long/preorder#gc=tech|merch/long/preorder#gc=wearable,false,,,,,,,false
merch,q_addon_preorder_restock,single,unknown,受注再開・再販の可能性を確認した？,再販の可能性しらべた？,再販導線の確認状況は？,わからない,わからない,わからない,none,survey_only,none,merch/long/preorder#gc=display_large|merch/long/preorder#gc=itabag_badge|merch/long/preorder#gc=paper|merch/long/preorder#gc=small_collection|merch/long/preorder#gc=tech|merch/long/preorder#gc=wearable,false,,,,,,,false
merch,q_addon_preorder_timeline,single,hard,発売・到着タイミングを許容できる？,到着まで待てそう？,到着待機を許容できる？,待つのが厳しい,待つのが厳しい,待つのが厳しい,none,survey_only,none,merch/long/preorder#gc=display_large|merch/long/preorder#gc=itabag_badge|merch/long/preorder#gc=paper|merch/long/preorder#gc=small_collection|merch/long/preorder#gc=tech|merch/long/preorder#gc=wearable,false,,,,,,,false
merch,q_addon_preorder_timeline,single,maybe,発売・到着タイミングを許容できる？,到着まで待てそう？,到着待機を許容できる？,状況次第,状況次第,状況次第,none,survey_only,none,merch/long/preorder#gc=display_large|merch/long/preorder#gc=itabag_badge|merch/long/preorder#gc=paper|merch/long/preorder#gc=small_collection|merch/long/preorder#gc=tech|merch/long/preorder#gc=wearable,false,,,,,,,false
merch,q_addon_preorder_timeline,single,ok,発売・到着タイミングを許容できる？,到着まで待てそう？,到着待機を許容できる？,待てる,待てる,待てる,none,survey_only,none,merch/long/preorder#gc=display_large|merch/long/preorder#gc=itabag_badge|merch/long/preorder#gc=paper|merch/long/preorder#gc=small_collection|merch/long/preorder#gc=tech|merch/long/preorder#gc=wearable,false,,,,,,,false
merch,q_addon_ticket_resale_rule,single,checked,キャンセル・譲渡ルールを確認した？,キャンセル・譲渡ルール見た？,キャンセル・譲渡規約は確認済み？,確認済み,確認済み,確認済み,none,survey_only,none,merch/long/ticket#gc=N/A,false,,,,,,,false
merch,q_addon_ticket_resale_rule,single,not_yet,キャンセル・譲渡ルールを確認した？,キャンセル・譲渡ルール見た？,キャンセル・譲渡規約は確認済み？,未確認,未確認,未確認,none,survey_only,none,merch/long/ticket#gc=N/A,false,,,,,,,false
merch,q_addon_ticket_resale_rule,single,partly,キャンセル・譲渡ルールを確認した？,キャンセル・譲渡ルール見た？,キャンセル・譲渡規約は確認済み？,一部だけ確認,一部だけ確認,一部だけ確認,none,survey_only,none,merch/long/ticket#gc=N/A,false,,,,,,,false
merch,q_addon_ticket_schedule,single,ready,日程・移動・体調まで見通せている？,日程や移動、だいじょうぶ？,日程・移動の実行性は？,問題なし,問題なし,問題なし,none,survey_only,none,merch/long/ticket#gc=N/A,false,,,,,,,false
merch,q_addon_ticket_schedule,single,risk,日程・移動・体調まで見通せている？,日程や移動、だいじょうぶ？,日程・移動の実行性は？,不確定が多い,不確定が多い,不確定が多い,none,survey_only,none,merch/long/ticket#gc=N/A,false,,,,,,,false
merch,q_addon_ticket_schedule,single,some_risk,日程・移動・体調まで見通せている？,日程や移動、だいじょうぶ？,日程・移動の実行性は？,少し不安あり,少し不安あり,少し不安あり,none,survey_only,none,merch/long/ticket#gc=N/A,false,,,,,,,false
merch,q_addon_used_condition,single,careful,中古の状態リスクを許容できる？,中古の状態、受け入れられる？,中古状態リスクは許容範囲？,条件次第,条件次第,条件次第,none,survey_only,none,merch/long/used#gc=display_large|merch/long/used#gc=itabag_badge|merch/long/used#gc=paper|merch/long/used#gc=small_collection|merch/long/used#gc=tech|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_used_condition,single,hard,中古の状態リスクを許容できる？,中古の状態、受け入れられる？,中古状態リスクは許容範囲？,不安が大きい,不安が大きい,不安が大きい,none,survey_only,none,merch/long/used#gc=display_large|merch/long/used#gc=itabag_badge|merch/long/used#gc=paper|merch/long/used#gc=small_collection|merch/long/used#gc=tech|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_used_condition,single,ok,中古の状態リスクを許容できる？,中古の状態、受け入れられる？,中古状態リスクは許容範囲？,許容できる,許容できる,許容できる,none,survey_only,none,merch/long/used#gc=display_large|merch/long/used#gc=itabag_badge|merch/long/used#gc=paper|merch/long/used#gc=small_collection|merch/long/used#gc=tech|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_used_price_gap,single,small,新品との差額は納得できる？,新品との差額、納得できる？,新品差額の妥当性は？,差額が小さい,差額が小さい,差額が小さい,none,survey_only,none,merch/long/used#gc=display_large|merch/long/used#gc=itabag_badge|merch/long/used#gc=paper|merch/long/used#gc=small_collection|merch/long/used#gc=tech|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_used_price_gap,single,unknown,新品との差額は納得できる？,新品との差額、納得できる？,新品差額の妥当性は？,比較できていない,比較できていない,比較できていない,none,survey_only,none,merch/long/used#gc=display_large|merch/long/used#gc=itabag_badge|merch/long/used#gc=paper|merch/long/used#gc=small_collection|merch/long/used#gc=tech|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_addon_used_price_gap,single,worth,新品との差額は納得できる？,新品との差額、納得できる？,新品差額の妥当性は？,納得できる,納得できる,納得できる,none,survey_only,none,merch/long/used#gc=display_large|merch/long/used#gc=itabag_badge|merch/long/used#gc=paper|merch/long/used#gc=small_collection|merch/long/used#gc=tech|merch/long/used#gc=wearable,false,,,,,,,false
merch,q_alternative_plan,single,clear,見送る場合の代替案はある？,見送るなら別プランある？,見送り時の代替案は？,ある（他の満たし方がある）,あるよ,明確にある,none,survey_only,none,merch/long/blind_draw#gc=N/A|merch/long/goods#gc=display_large|merch/long/goods#gc=itabag_badge|merch/long/goods#gc=paper|merch/long/goods#gc=small_collection|merch/long/goods#gc=tech|merch/long/goods#gc=wearable|merch/long/preorder#gc=display_large|merch/long/preorder#gc=itabag_badge|merch/long/preorder#gc=paper|merch/long/preorder#gc=small_collection|merch/long/preorder#gc=tech|merch/long/preorder#gc=wearable|merch/long/ticket#gc=N/A|merch/long/used#gc=display_large|merch/long/used#gc=itabag_badge|merch/long/used#gc=paper|merch/long/used#gc=small_collection|merch/long/used#gc=tech|merch/long/used#gc=wearable|merch/medium/blind_draw#gc=N/A|merch/medium/goods#gc=N/A|merch/medium/preorder#gc=N/A|merch/medium/ticket#gc=N/A|merch/medium/used#gc=N/A,false,,,,,,,false
